timestamp,accX,accY,accZ,speed,tiltAngle,vibration
40153,5,4,3,40,2,0
40268,4,3,4,40,3,0
40384,4,4,3,40,3,0
40500,5,3,5,40,0,0
40615,3,5,3,40,1,0
40731,3,5,5,40,4,0
40847,5,5,5,40,2,0
40963,5,5,3,40,0,0
41078,3,5,4,40,3,0
41194,3,5,4,40,1,0
41310,5,4,5,40,2,0
41425,3,3,3,40,3,0
41541,5,5,5,40,2,0
41657,5,4,3,40,1,0
41773,4,3,3,40,2,0
41888,3,3,3,40,1,0
42004,3,3,5,40,4,0
42120,5,4,4,40,1,0
42235,5,4,4,40,3,0
42351,5,5,3,40,2,0
42467,5,4,5,40,2,0
42583,5,5,5,40,4,0
42698,3,4,5,40,4,0
42817,3,4,4,40,2,0
42933,4,5,4,40,2,0
43048,3,3,3,40,4,0
43164,4,3,3,40,0,0
43280,4,3,3,40,0,0
43396,3,4,3,40,2,0
43511,5,4,5,40,2,0
43627,5,3,4,40,1,0
55,4,5,5,40,3,0
171,3,3,5,40,3,0
286,4,3,3,40,1,0
402,3,3,3,40,0,0
518,3,4,4,40,4,0
633,4,3,3,40,3,0
749,3,4,5,40,3,0
865,3,3,4,40,2,0
980,3,3,4,40,4,0
1096,4,4,3,40,1,0
1211,5,3,3,40,3,0
1327,3,3,5,40,2,0
1442,3,3,4,40,2,0
1558,3,3,5,40,4,0
1674,3,4,4,40,4,0
1789,3,5,5,40,1,0
1905,4,3,3,40,3,0
2021,3,4,4,40,0,0
2137,5,3,3,40,3,0
2255,5,4,3,40,1,0
2370,4,4,3,40,2,0
2486,4,3,5,40,4,0
2601,3,3,4,40,2,0
2717,3,5,5,40,2,0
2833,4,4,3,40,3,0
2949,3,4,5,40,3,0
3064,3,3,3,40,2,0
3180,4,4,5,40,2,0
3296,4,5,3,40,4,0
3411,5,4,4,40,2,0
3527,5,3,5,40,4,0
3643,3,4,3,40,4,0
3759,3,3,5,40,3,0
3874,3,5,3,40,3,0
3990,3,4,3,40,4,0
4106,4,3,3,40,3,0
4221,4,3,4,40,4,0
4337,4,3,5,40,1,0
4453,3,3,5,40,3,0
4569,4,3,5,40,3,0
4684,4,3,5,40,4,0
4800,4,5,3,40,0,0
4916,4,5,3,40,2,0
5031,3,3,5,40,2,0
5147,4,5,5,40,1,0
5263,3,3,5,40,4,0
5377,3,5,3,40,3,0
5492,4,3,5,40,0,0
5608,5,5,3,40,3,0
5724,5,5,4,40,4,0
5839,4,5,4,40,4,0
5955,3,5,4,40,2,0
6071,5,3,5,40,2,0
6187,3,4,4,40,0,0
6302,3,4,4,40,1,0
6418,5,4,5,40,2,0
6534,3,3,4,40,3,0
6648,3,5,4,40,2,0
6764,5,5,4,40,3,0
6880,3,4,4,40,1,0
6995,5,5,4,40,1,0
7111,4,5,5,40,3,0
7227,4,3,3,40,2,0
7343,5,5,5,40,1,0
7458,3,3,4,40,2,0
7574,4,5,3,40,4,0
7690,4,5,4,40,1,0
7805,3,3,4,40,1,0
7921,5,3,4,40,1,0
8037,4,4,4,40,0,0
8153,3,4,4,40,4,0
8268,5,3,3,40,1,0
8386,3,5,4,40,3,0
8502,4,4,3,40,1,0
8617,3,4,4,40,4,0
8733,3,3,4,40,1,0
8849,4,5,3,40,0,0
8965,3,5,4,40,2,0
9080,4,5,3,40,0,0
9196,4,4,5,40,4,0
9312,4,4,3,40,1,0
9427,3,4,3,40,3,0
9543,5,3,3,40,0,0
9659,5,5,4,40,4,0
9775,4,3,3,40,2,0
9890,4,4,3,40,3,0
10006,4,3,4,40,1,0
10122,5,4,4,40,1,0
10237,3,4,5,40,0,0
10353,5,4,4,40,4,0
10469,5,3,3,40,3,0
10585,3,3,5,40,4,0
10700,5,3,5,40,0,0
10816,5,4,3,40,3,0
10942,5,4,4,40,4,0
11058,3,5,3,40,4,0
11173,5,5,3,40,3,0
11289,5,4,4,40,2,0
11405,4,3,5,40,2,0
11523,5,4,5,40,0,0
11638,3,3,3,40,4,0
11754,5,4,4,40,1,0
11870,5,4,5,40,0,0
11985,3,3,3,40,2,0
12101,5,5,3,40,4,0
12217,4,5,3,40,0,0
12333,4,4,3,40,4,0
12448,3,3,4,40,4,0
12564,3,5,5,40,1,0
12680,3,3,4,40,0,0
12795,4,4,3,40,0,0
12911,5,4,4,40,1,0
13027,5,5,4,40,2,0
13143,4,5,5,40,1,0
13258,3,5,5,40,2,0
13374,3,5,4,40,3,0
13490,3,5,3,40,4,0
13605,3,4,4,40,2,0
13721,3,3,4,40,4,0
13836,5,3,5,40,0,0
13952,3,5,4,40,2,0
14067,3,3,3,40,0,0
14183,4,3,3,40,1,0
14299,5,4,4,40,0,0
14417,5,4,3,40,2,0
14533,3,4,4,40,4,0
14649,4,5,4,40,0,0
14765,5,4,5,40,1,0
14880,5,5,3,40,3,0
14996,5,3,5,40,1,0
15112,5,3,4,40,2,0
15227,4,4,4,40,1,0
15343,5,4,5,40,1,0
15458,4,4,5,40,2,0
15574,3,5,3,40,2,0
15689,3,5,4,40,1,0
15805,3,5,3,40,2,0
15921,3,3,5,40,4,0
16036,5,3,5,40,3,0
16152,5,5,5,40,3,0
16268,3,4,5,40,0,0
16384,4,3,3,40,0,0
16499,5,4,5,40,4,0
16615,4,3,4,40,0,0
16731,4,4,4,40,4,0
16846,4,4,4,40,0,0
16962,4,3,3,40,1,0
17078,5,3,5,40,1,0
17193,5,5,5,40,1,0
17309,5,4,4,40,0,0
17427,3,5,4,40,0,0
17543,5,5,5,40,4,0
17658,3,5,3,40,1,0
17774,5,4,5,40,0,0
17890,4,3,4,40,3,0
18006,4,4,4,40,1,0
18121,4,4,5,40,1,0
18237,3,4,4,40,3,0
18353,4,5,5,40,3,0
18468,5,5,4,40,4,0
18584,3,4,3,40,2,0
18700,3,4,5,40,3,0
18816,3,4,3,40,4,0
18931,4,3,3,40,2,0
19047,3,4,5,40,0,0
19163,3,3,5,40,4,0
19278,4,5,3,40,3,0
19394,5,4,3,40,3,0
19510,5,4,4,40,2,0
19625,4,3,3,40,0,0
19741,4,5,4,40,1,0
19857,5,3,4,40,2,0
19973,5,5,4,40,3,0
20088,4,3,4,40,4,0
20204,5,5,4,40,4,0
20320,5,4,3,40,1,0
20438,5,5,3,40,4,0
20553,3,4,3,40,2,0
20669,5,4,4,40,4,0
20785,3,5,3,40,4,0
20900,4,4,5,40,1,0
21016,3,4,4,40,2,0
21132,3,3,3,40,1,0
21248,3,3,4,40,0,0
21363,4,5,5,40,3,0
21479,3,3,4,40,4,0
21595,4,3,3,40,1,0
21710,4,4,5,40,4,0
21826,5,5,5,40,2,0
21942,5,5,3,40,4,0
22057,3,4,4,40,1,0
22173,3,4,4,40,2,0
22289,4,3,5,40,1,0
22405,5,5,4,40,2,0
22520,5,5,4,40,0,0
22636,3,5,5,40,0,0
22752,4,3,4,40,3,0
22867,3,3,3,40,1,0
22983,3,4,5,40,4,0
23099,5,4,5,40,0,0
23215,5,3,4,40,1,0
23332,5,3,4,40,2,0
23448,5,4,3,40,1,0
23564,5,3,5,40,2,0
23680,3,3,3,40,0,0
23795,5,5,3,40,3,0
23911,4,4,3,40,3,0
24027,5,3,4,40,3,0
24142,3,3,3,40,4,0
24258,3,5,4,40,0,0
24374,5,5,4,40,1,0
24489,3,4,4,40,2,0
24604,5,4,4,40,2,0
24720,4,3,3,40,0,0
24836,4,3,5,40,0,0
24951,4,4,5,40,4,0
25067,4,3,5,40,3,0
25183,3,3,3,40,0,0
25298,3,4,4,40,3,0
25414,5,5,4,40,2,0
25530,5,4,5,40,0,0
25646,4,5,3,40,1,0
25761,5,3,5,40,0,0
25877,4,4,3,40,3,0
25993,5,3,3,40,3,0
26108,5,4,5,40,2,0
26224,3,3,5,40,2,0
26342,4,4,5,40,0,0
26458,5,5,5,40,1,0
26573,4,5,3,40,2,0
26689,4,5,5,40,2,0
26805,3,3,4,40,4,0
26920,3,5,5,40,4,0
27036,3,4,3,40,3,0
27152,3,5,3,40,0,0
27268,4,5,5,40,3,0
27383,4,5,3,40,1,0
27499,5,5,3,40,3,0
27615,4,3,5,40,3,0
27730,4,5,4,40,0,0
27846,4,3,5,40,1,0
27962,5,5,4,40,2,0
28078,4,3,4,40,0,0
28193,4,5,3,40,2,0
28309,5,5,4,40,1,0
28425,3,5,5,40,0,0
28540,4,4,4,40,4,0
28655,4,4,5,40,0,0
28771,5,3,5,40,4,0
28887,3,5,5,40,2,0
29002,5,5,3,40,3,0
29118,3,4,3,40,1,0
29236,3,5,5,40,3,0
29351,5,3,3,40,4,0
29467,4,4,4,40,3,0
29583,4,4,4,40,1,0
29699,3,3,4,40,3,0
29814,4,3,3,40,1,0
29930,3,4,3,40,4,0
30046,4,3,3,40,3,0
30160,5,5,3,40,0,0
30276,4,4,4,40,3,0
30392,4,5,5,40,2,0
30508,4,5,4,40,4,0
30623,5,5,5,40,3,0
30739,3,4,5,40,0,0
30855,5,3,5,40,0,0
30970,3,3,3,40,3,0
31086,3,4,4,40,0,0
31201,5,4,5,40,0,0
31316,4,5,4,40,0,0
31432,5,3,4,40,1,0
31548,5,5,3,40,4,0
31664,5,5,3,40,3,0
31779,5,4,4,40,1,0
31895,4,5,3,40,4,0
32011,3,4,5,40,1,0
32126,5,5,5,40,4,0
32244,5,5,4,40,0,0
32360,5,4,4,40,1,0
32476,4,5,4,40,3,0
32591,3,4,4,40,2,0
32707,4,3,5,40,2,0
32823,4,4,3,40,1,0
38,4,3,4,40,4,0
154,4,3,3,40,0,0
270,5,4,4,40,0,0
386,4,3,4,40,3,0
501,3,5,5,40,4,0
617,5,4,5,40,1,0
733,3,5,3,40,1,0
848,4,3,3,40,3,0
964,3,4,4,40,0,0
1080,4,5,5,40,0,0
1196,4,4,4,40,4,0
1311,5,3,5,40,3,0
13,4,3,5,40,1,0
129,4,4,3,40,0,0
244,4,4,4,40,4,0
360,5,3,4,40,0,0
476,5,5,5,40,4,0
592,5,3,5,40,3,0
708,4,5,3,40,1,0
824,5,4,3,40,1,0
940,5,4,3,40,4,0
1055,3,4,5,40,0,0
1173,3,4,3,40,2,0
1289,4,5,5,40,4,0
1404,5,3,4,40,4,0
1521,3,3,5,40,0,0
1637,3,3,3,40,2,0
1753,5,4,5,40,4,0
1868,3,5,5,40,2,0
1984,5,4,5,40,3,0
2100,5,5,4,40,1,0
2215,3,5,3,40,2,0
2331,3,5,4,40,1,0
2447,4,5,4,40,2,0
2563,3,4,4,40,3,0
2679,5,4,4,40,0,0
2795,5,4,3,40,0,0
2911,4,3,3,40,4,0
3026,5,4,3,40,1,0
3142,14,14,13,40,1,888
3259,15,15,14,40,0,87
3375,17,17,16,40,2,79
3490,12,15,17,40,1,70
3607,14,15,13,40,0,63
3723,12,9,9,40,1,56
3838,11,12,10,40,1,50
3954,11,8,10,40,0,45
4073,15,17,15,40,0,847
4189,12,16,15,40,0,126
4305,14,15,16,40,0,774
4421,12,12,14,40,2,190
4538,16,13,13,40,3,171
4654,14,17,16,40,1,153
4770,15,15,14,40,2,137
4886,12,17,13,40,1,123
5002,16,12,17,40,1,110
5118,14,15,13,40,4,99
5234,14,15,14,40,4,89
5351,13,13,12,40,4,80
5467,17,17,13,40,1,72
5582,14,15,12,40,3,64
5699,12,10,12,40,3,56
5815,9,10,12,40,3,50
5931,8,11,9,40,0,45
6046,11,10,11,40,4,40
6163,11,12,11,40,1,36
6279,11,11,8,40,3,32
6394,6,8,5,40,2,28
6510,5,6,8,40,0,26
6629,7,5,6,40,1,23
6745,6,7,5,40,1,20
6860,5,5,4,40,4,0
6976,5,5,3,40,1,0
7092,17,12,17,40,0,873
7208,12,17,12,40,2,785
7324,12,12,14,40,3,708
7441,13,15,16,40,3,638
7557,12,16,13,40,1,575
7673,13,16,17,40,3,369
7789,15,15,12,40,3,333
7906,16,15,17,40,0,588
8022,17,15,17,40,2,530
8138,12,17,12,40,2,411
8254,17,17,13,40,1,369
8370,12,15,12,40,2,332
8486,13,15,14,40,2,298
8602,13,13,14,40,4,268
8719,16,17,15,40,2,241
8835,12,17,17,40,3,216
8951,17,17,16,40,2,194
9067,15,16,12,40,1,174
9186,15,16,14,40,2,156
9302,17,13,14,40,4,140
9418,13,14,15,40,1,126
9534,13,15,16,40,1,113
9650,13,17,16,40,2,101
9766,13,12,13,40,0,90
9882,12,13,15,40,3,80
9999,16,17,15,40,1,72
10115,17,15,16,40,1,64
10230,12,9,11,40,2,57
10346,10,10,9,40,2,50
10463,8,8,9,40,4,45
10578,10,9,8,40,3,40
10694,9,8,8,40,3,36
10810,11,9,9,40,4,33
10927,16,13,12,40,1,860
11042,17,12,15,40,3,114
11159,15,17,13,40,0,102
11275,14,15,15,40,4,91
11390,13,12,13,40,0,81
11507,16,15,16,40,2,73
11623,14,17,16,40,2,64
11742,10,8,11,40,2,58
11857,10,9,12,40,1,51
11973,11,12,11,40,0,46
12090,12,11,10,40,3,41
12206,12,12,8,40,3,36
12321,11,8,10,40,3,32
12438,5,7,6,40,4,28
12554,6,6,6,40,1,25
12669,8,8,7,40,4,22
12785,5,3,3,40,0,0
12901,5,5,5,40,1,0
13017,4,3,5,40,0,0
13132,4,5,4,40,2,0
13249,4,3,5,40,1,0
13365,4,4,5,40,2,0
13480,4,3,4,40,4,0
13596,3,5,4,40,4,0
13712,3,4,4,40,3,0
13828,5,4,3,40,1,0
13943,3,3,4,40,4,0
14059,4,4,5,40,3,0
14175,4,4,5,40,3,0
14291,4,4,4,40,4,0
14407,4,5,4,40,0,0
14523,5,4,5,40,3,0
14641,5,5,3,40,4,0
14756,3,5,3,40,3,0
14872,3,4,5,40,2,0
14989,4,3,4,40,4,0
15105,5,3,5,40,2,0
15220,5,5,3,40,1,0
15336,3,5,5,40,2,0
15452,5,3,5,40,0,0
15567,5,5,4,40,1,0
15683,3,4,4,40,0,0
15799,5,5,5,40,3,0
15915,5,3,5,40,0,0
16031,5,4,5,40,4,0
16147,3,4,5,40,4,0
16263,3,3,5,40,4,0
16378,5,4,4,40,3,0
16494,4,3,5,40,2,0
16610,5,5,4,40,0,0
16726,4,4,4,40,4,0
16841,3,5,5,40,3,0
16957,5,4,3,40,3,0
17073,3,3,4,40,3,0
17189,3,4,4,40,2,0
17305,3,4,5,40,4,0
17421,3,5,3,40,4,0
17539,4,5,3,40,3,0
17654,3,3,5,40,2,0
17770,3,3,5,40,1,0
17887,4,3,4,40,0,0
18002,3,5,4,40,2,0
18118,5,3,5,40,4,0
18234,5,4,3,40,3,0
18350,4,3,4,40,4,0
18465,5,4,3,40,1,0
18581,3,4,5,40,2,0
18697,4,5,4,40,4,0
18812,3,3,4,40,3,0
18928,4,5,5,40,1,0
19045,3,3,5,40,3,0
19161,3,5,3,40,3,0
19276,3,4,5,40,0,0
19392,4,3,3,40,0,0
19508,4,3,5,40,1,0
19623,5,3,5,40,2,0
